category,output_class,precision,recall,f1-score,support
weather_related,weighted avg,0.8776269597604701,0.8764886669227814,0.8769959863168139,5206.0
floods,0,0.9730200174064404,0.9377227930383728,0.9550453817405232,4769.0
floods,1,0.5131147540983606,0.7162471395881007,0.5978987583572111,437.0
floods,macro avg,0.7430673857524005,0.8269849663132367,0.7764720700488672,5206.0
floods,weighted avg,0.9344148310703606,0.919131771033423,0.9250659206536029,5206.0
storm,0,0.9837219533655961,0.9482612383375743,0.9656661628158065,4716.0
storm,1,0.6303030303030303,0.8489795918367347,0.7234782608695652,490.0
storm,macro avg,0.8070124918343131,0.8986204150871544,0.8445722118426859,5206.0
storm,weighted avg,0.9504573985633186,0.9389166346523242,0.9428709127286651,5206.0
fire,0,0.9943081452404318,0.9848367029548989,0.9895497607188202,5144.0
fire,1,0.2972972972972973,0.532258064516129,0.3815028901734104,62.0
fire,macro avg,0.6458027212688645,0.7585473837355139,0.6855263254461152,5206.0
fire,weighted avg,0.9860072092872098,0.979446792162889,0.9823083266093667,5206.0
earthquake,0,0.9775353016688062,0.976490703141697,0.9770127231904202,4679.0
earthquake,1,0.793233082706767,0.8007590132827325,0.7969782813975449,527.0
earthquake,macro avg,0.8853841921877865,0.8886248582122147,0.8869955022939826,5206.0
earthquake,weighted avg,0.958878507701654,0.9587014982712255,0.9587879535352445,5206.0
cold,0,0.9924030387844862,0.9731425210742991,0.9826784123527665,5101.0
cold,1,0.3284313725490196,0.638095238095238,0.4336569579288026,105.0
cold,macro avg,0.6604172056667529,0.8056188795847685,0.7081676851407845,5206.0
cold,weighted avg,0.9790113705257992,0.9663849404533231,0.9716051790230477,5206.0
other_weather,0,0.9717086210737358,0.8864052021946759,0.9270988310308182,4921.0
other_weather,1,0.2203626220362622,0.5543859649122806,0.3153692614770459,285.0
other_weather,macro avg,0.596035621554999,0.7203955835534783,0.6212340462539321,5206.0
other_weather,weighted avg,0.930576540834458,0.8682289665770265,0.893609985982254,5206.0
direct_report,0,0.9299560609976738,0.8558515699333967,0.8913662826706304,4204.0
direct_report,1,0.5467464472700074,0.7295409181636726,0.6250534416417273,1002.0
direct_report,macro avg,0.7383512541338406,0.7926962440485347,0.7582098621561788,5206.0
direct_report,weighted avg,0.8561996197846269,0.8315405301575106,0.8401089897949175,5206.0
